filename,speaker,text,language,language_code,gender,audio_sampling_rate,audio_num_samples,audio_duration_s,audio_size_bytes,audio_num_channels,split
nchlt_nbl_002f_0178.wav,nbl_002,amapedi ngiwo anomthelela omkhulu elimini lesindebele,isiNdebele,nbl,female,16000,124800,7.8,499200,1,train
nchlt_nbl_002f_0183.wav,nbl_002,abantu abanye bazibandulele ukubabalingisi,isiNdebele,nbl,female,16000,128640,8.04,514560,1,train
nchlt_nbl_002f_0182.wav,nbl_002,ukudla  kwanamhlanje akunazakhimzimba ezinengi,isiNdebele,nbl,female,16000,140160,8.76,560640,1,train
nchlt_nbl_002f_0191.wav,nbl_002,amalwelwe atholakala enyameni,isiNdebele,nbl,female,16000,97920,6.12,391680,1,train
nchlt_nbl_002f_0198.wav,nbl_002,soccer city stadium,isiNdebele,nbl,female,16000,53760,3.36,215040,1,train
nchlt_nbl_002f_0194.wav,nbl_002,ijemu yinto eberegiswa khulu mandebele,isiNdebele,nbl,female,16000,90240,5.64,360960,1,train
nchlt_nbl_002f_0193.wav,nbl_002,umbhino wesikhethu uthandwa babantu abakhuluma isizulu,isiNdebele,nbl,female,16000,113280,7.08,453120,1,train
nchlt_nbl_002f_0201.wav,nbl_002,imidlalo yephasi yaba yipumelelo lapha esewula afrika,isiNdebele,nbl,female,16000,128640,8.04,514560,1,train
nchlt_nbl_002f_0196.wav,nbl_002,umoya omkhulu uwisa izindlu,isiNdebele,nbl,female,16000,82560,5.16,330240,1,train
nchlt_nbl_002f_0200.wav,nbl_002,inja yami iyagula,isiNdebele,nbl,female,16000,57600,3.6,230400,1,train
nchlt_nbl_002f_0197.wav,nbl_002,usomarhwebo wekwagga uphe abentwana imali,isiNdebele,nbl,female,16000,109440,6.84,437760,1,train
nchlt_nbl_002f_0195.wav,nbl_002,umvumi umichael jackson uhlongakele ngonyaka ka,isiNdebele,nbl,female,16000,103680,6.48,414720,1,train
nchlt_nbl_002f_0213.wav,nbl_002,umbuso wekhethu unejima lokubolekisa ngeemali,isiNdebele,nbl,female,16000,103680,6.48,414720,1,train
nchlt_nbl_002f_0203.wav,nbl_002,inarha yona ihlukaniswe ngeemfunda,isiNdebele,nbl,female,16000,78720,4.92,314880,1,train
nchlt_nbl_002f_0199.wav,nbl_002,udj cleo uvuma imivumo enamabhithi,isiNdebele,nbl,female,16000,76800,4.8,307200,1,train
nchlt_nbl_002f_0214.wav,nbl_002,liyeza ilanga labobaba,isiNdebele,nbl,female,16000,61440,3.84,245760,1,train
nchlt_nbl_002f_0206.wav,nbl_002,ukweba kwehlisa umnotho,isiNdebele,nbl,female,16000,76800,4.8,307200,1,train
nchlt_nbl_002f_0209.wav,nbl_002,usithombe urhatjha ihlelo lomvumo wesikhethu,isiNdebele,nbl,female,16000,174720,10.92,698880,1,train
nchlt_nbl_002f_0202.wav,nbl_002,sinomtjhini wokwenza umoya omakhaza notjhisako,isiNdebele,nbl,female,16000,130560,8.16,522240,1,train
nchlt_nbl_002f_0204.wav,nbl_002,ikomo iyetjisa nayidlako,isiNdebele,nbl,female,16000,101760,6.36,407040,1,train
nchlt_nbl_002f_0207.wav,nbl_002,ikumba yindlu efulelwe ngotjani,isiNdebele,nbl,female,16000,113280,7.08,453120,1,train
nchlt_nbl_002f_0210.wav,nbl_002,imvelo yenza iphasi libelihle liqhakaze,isiNdebele,nbl,female,16000,92160,5.76,368640,1,train
nchlt_nbl_002f_0212.wav,nbl_002,bekwafika la sebakhamba khona ngabodumbana,isiNdebele,nbl,female,16000,99840,6.24,399360,1,train
nchlt_nbl_002f_0220.wav,nbl_002,yini okwenza abafundi bazimisele,isiNdebele,nbl,female,16000,67200,4.2,268800,1,train
nchlt_nbl_002f_0218.wav,nbl_002,umusi wabeletha amadodana asithandathu,isiNdebele,nbl,female,16000,117120,7.32,468480,1,train
nchlt_nbl_002f_0229.wav,nbl_002,ibumbano erhwebeni liyafuneka amalanga la,isiNdebele,nbl,female,16000,94080,5.88,376320,1,train
nchlt_nbl_002f_0228.wav,nbl_002,kukhangiswa ngamasiko wesintu komjekejeke,isiNdebele,nbl,female,16000,109440,6.84,437760,1,train
nchlt_nbl_002f_0234.wav,nbl_002,how did the recession affect south africa,isiNdebele,nbl,female,16000,48000,3.0,192000,1,train
nchlt_nbl_002f_0221.wav,nbl_002,uthemba unerhwebo lokugwala,isiNdebele,nbl,female,16000,76800,4.8,307200,1,train
nchlt_nbl_002f_0233.wav,nbl_002,ngubani umongameli webholo ephasini loke,isiNdebele,nbl,female,16000,109440,6.84,437760,1,train
nchlt_nbl_002f_0216.wav,nbl_002,amanyathelo akheke samabhudzu ase fetjhenini,isiNdebele,nbl,female,16000,161280,10.08,645120,1,train
nchlt_nbl_002f_0237.wav,nbl_002,zinengi  iinthombe lezi yeqa sinye sodwa,isiNdebele,nbl,female,16000,101760,6.36,407040,1,train
nchlt_nbl_002f_0230.wav,nbl_002,kwenziwani erholweni,isiNdebele,nbl,female,16000,72960,4.56,291840,1,train
nchlt_nbl_002f_0236.wav,nbl_002,uzola uthumbe unungorwana wesama izolo,isiNdebele,nbl,female,16000,57600,3.6,230400,1,train
nchlt_nbl_002f_0222.wav,nbl_002,iinolwana zemandulo zimnandi kwamambala,isiNdebele,nbl,female,16000,111360,6.96,445440,1,train
nchlt_nbl_002f_0232.wav,nbl_002,utitjhere ofundisa ngezamarhwebo,isiNdebele,nbl,female,16000,80640,5.04,322560,1,train
nchlt_nbl_002f_0235.wav,nbl_002,irhwebo lokuthenga izambatho,isiNdebele,nbl,female,16000,55680,3.48,222720,1,train
nchlt_nbl_002f_0244.wav,nbl_002,indawo zokuphola zisempumalanga,isiNdebele,nbl,female,16000,88320,5.52,353280,1,train
nchlt_nbl_002f_0245.wav,nbl_002,umvumo uthengisa iphasi loke,isiNdebele,nbl,female,16000,59520,3.72,238080,1,train
nchlt_nbl_002f_0249.wav,nbl_002,ukuthonnywa komberego okarisako,isiNdebele,nbl,female,16000,72960,4.56,291840,1,train
nchlt_nbl_002f_0239.wav,nbl_002,amehlo ngiwo esibona ngawo,isiNdebele,nbl,female,16000,49920,3.12,199680,1,train
nchlt_nbl_002f_0240.wav,nbl_002,uyalila ujobb wephiko lezemvelo ngemali ebayilobako,isiNdebele,nbl,female,16000,145920,9.12,583680,1,train
nchlt_nbl_002f_0247.wav,nbl_002,the latest fashion tips,isiNdebele,nbl,female,16000,42240,2.64,168960,1,train
nchlt_nbl_002f_0248.wav,nbl_002,kubethwa  igatara lokha  nakuvunywako,isiNdebele,nbl,female,16000,128640,8.04,514560,1,train
nchlt_nbl_002f_0255.wav,nbl_002,ivunulo yabomma yehlukene kuneyabobaba,isiNdebele,nbl,female,16000,153600,9.6,614400,1,train
nchlt_nbl_002f_0253.wav,nbl_002,itheknoloji yonga isikhathi nemali,isiNdebele,nbl,female,16000,71040,4.44,284160,1,train
nchlt_nbl_002f_0250.wav,nbl_002,abantu abafundileko bayasikhuluma isindebele,isiNdebele,nbl,female,16000,99840,6.24,399360,1,train
nchlt_nbl_002f_0258.wav,nbl_002,isokana lihlonipha ababelethi balo,isiNdebele,nbl,female,16000,86400,5.4,345600,1,train
nchlt_nbl_002f_0251.wav,nbl_002,iphuthu nebisi lithandwa mazulu,isiNdebele,nbl,female,16000,72960,4.56,291840,1,train
nchlt_nbl_002f_0260.wav,nbl_002,ubaba uberega ikampani ye phaphamtjhini,isiNdebele,nbl,female,16000,105600,6.6,422400,1,train
nchlt_nbl_002f_0265.wav,nbl_002,idola le amerika lingaphezudlwana kuneranda yesewula afrika,isiNdebele,nbl,female,16000,132480,8.28,529920,1,train
nchlt_nbl_002f_0257.wav,nbl_002,kunamarhwebo angakalungi ngaphandlapha,isiNdebele,nbl,female,16000,88320,5.52,353280,1,train
nchlt_nbl_002f_0252.wav,nbl_002,amakula  nawo kandi zinengi iintolo aziphathako,isiNdebele,nbl,female,16000,138240,8.64,552960,1,train
nchlt_nbl_002f_0266.wav,nbl_002,ngomhlolanja boke abavumi besindebele benza umnyanya kwamhlanga,isiNdebele,nbl,female,16000,128640,8.04,514560,1,train
nchlt_nbl_002f_0274.wav,nbl_002,linini ilanga lokubayisana na,isiNdebele,nbl,female,16000,65280,4.08,261120,1,train
nchlt_nbl_002f_0262.wav,nbl_002,amalerhe lawa akhanyisa ngombala  ohlaza,isiNdebele,nbl,female,16000,119040,7.44,476160,1,train
nchlt_nbl_002f_0269.wav,nbl_002,abosomabhizinisi bathanda amasudu,isiNdebele,nbl,female,16000,65280,4.08,261120,1,train
nchlt_nbl_002f_0259.wav,nbl_002,emanzi welwandle azwakala anetswayi lokha uwaselako,isiNdebele,nbl,female,16000,144000,9.0,576000,1,train
nchlt_nbl_002f_0270.wav,nbl_002,isaplasi boys bavumi besikhethu,isiNdebele,nbl,female,16000,82560,5.16,330240,1,train
nchlt_nbl_002f_0264.wav,nbl_002,ikosi yokuthoma yamandebele ngumhlanga,isiNdebele,nbl,female,16000,107520,6.72,430080,1,train
nchlt_nbl_002f_0271.wav,nbl_002,umjuluko uphuma esikhumbeni,isiNdebele,nbl,female,16000,103680,6.48,414720,1,train
nchlt_nbl_002f_0267.wav,nbl_002,amakonyana wemali yokubolekiswa ayanda umnotho nawubuthakathaka,isiNdebele,nbl,female,16000,184320,11.52,737280,1,train
nchlt_nbl_002f_0276.wav,nbl_002,woke amafilimi anabavezi bawo,isiNdebele,nbl,female,16000,76800,4.8,307200,1,train
nchlt_nbl_002f_0272.wav,nbl_002,ibigixi yephasi beyisesewula afxica uyaka odlulile,isiNdebele,nbl,female,16000,165120,10.32,660480,1,train
nchlt_nbl_002f_0281.wav,nbl_002,abantu abaphethwe yintumbantonga,isiNdebele,nbl,female,16000,97920,6.12,391680,1,train
nchlt_nbl_002f_0268.wav,nbl_002,amanzi angaka hinzeki ayagulise,isiNdebele,nbl,female,16000,117120,7.32,468480,1,train
nchlt_nbl_002f_0263.wav,nbl_002,ukugqekezelwa kwamavikili kuyawehlisa,isiNdebele,nbl,female,16000,120960,7.56,483840,1,train
nchlt_nbl_002f_0273.wav,nbl_002,lihwebo lezinfhvthi yirwebo elithuthukayo flhe,isiNdebele,nbl,female,16000,161280,10.08,645120,1,train
nchlt_nbl_002f_0277.wav,nbl_002,indawo yabezimu lbongaphambili emzini,isiNdebele,nbl,female,16000,119040,7.44,476160,1,train
nchlt_nbl_002f_0285.wav,nbl_002,iranda liyakhuphuka begodu lehle,isiNdebele,nbl,female,16000,96000,6.0,384000,1,train
nchlt_nbl_002f_0283.wav,nbl_002,nango batjho nguye olawula  iminyanya le,isiNdebele,nbl,female,16000,111360,6.96,445440,1,train
nchlt_nbl_002f_0284.wav,nbl_002,umuntu nanyana angabhubha  iinzipho ziyakhula,isiNdebele,nbl,female,16000,157440,9.84,629760,1,train
nchlt_nbl_002f_0289.wav,nbl_002,imitjhado ihlanganisa abantu beendawo ngeendawo,isiNdebele,nbl,female,16000,115200,7.2,460800,1,train
nchlt_nbl_002f_0278.wav,nbl_002,ingoma zaka dj cleo zithanwa babantu abatjha,isiNdebele,nbl,female,16000,97920,6.12,391680,1,train
nchlt_nbl_002f_0280.wav,nbl_002,ilanga liphuma epumalanga,isiNdebele,nbl,female,16000,78720,4.92,314880,1,train
nchlt_nbl_002f_0290.wav,nbl_002,kuhle khulu bona umuntu asele amanzi,isiNdebele,nbl,female,16000,71040,4.44,284160,1,train
nchlt_nbl_002f_0296.wav,nbl_002,iinthelo zibalulekile emizimbeni yabantu,isiNdebele,nbl,female,16000,94080,5.88,376320,1,train
nchlt_nbl_002f_0294.wav,nbl_002,abavumi abanengi bayeza la esawula afrika,isiNdebele,nbl,female,16000,86400,5.4,345600,1,train
nchlt_nbl_002f_0287.wav,nbl_002,ikankere uyayithola lokha  nakunomunye onayo,isiNdebele,nbl,female,16000,147840,9.24,591360,1,train
nchlt_nbl_002f_0298.wav,nbl_002,isivuno naso sithinta umnotho,isiNdebele,nbl,female,16000,71040,4.44,284160,1,train
nchlt_nbl_002f_0293.wav,nbl_002,woke umphakathi uyamenywa,isiNdebele,nbl,female,16000,84480,5.28,337920,1,train
nchlt_nbl_002f_0297.wav,nbl_002,sinamalampa wokukhanyisa,isiNdebele,nbl,female,16000,76800,4.8,307200,1,train
nchlt_nbl_002f_0291.wav,nbl_002,ifesi ihlala ngemanzini kwaphela,isiNdebele,nbl,female,16000,65280,4.08,261120,1,train
nchlt_nbl_002f_0304.wav,nbl_002,litjhisa khulu namhlanje ilanga,isiNdebele,nbl,female,16000,57600,3.6,230400,1,train
nchlt_nbl_002f_0286.wav,nbl_002,abesana bathanda imidlalo yokulwa,isiNdebele,nbl,female,16000,80640,5.04,322560,1,train
nchlt_nbl_002f_0306.wav,nbl_002,ikuphi ikundla etlolwe ngehla komuda lo,isiNdebele,nbl,female,16000,136320,8.52,545280,1,train
nchlt_nbl_002f_0312.wav,nbl_002,amaprotheni atholakala khulu enyameni,isiNdebele,nbl,female,16000,88320,5.52,353280,1,train
nchlt_nbl_002f_0313.wav,nbl_002,irhwebo ungalenza ngeendlela ezinengi,isiNdebele,nbl,female,16000,90240,5.64,360960,1,train
nchlt_nbl_002f_0307.wav,nbl_002,izambatho zombala wombhalo zihle,isiNdebele,nbl,female,16000,119040,7.44,476160,1,train
nchlt_nbl_002f_0300.wav,nbl_002,kubonakala muphi umlingisi ku obsessed,isiNdebele,nbl,female,16000,97920,6.12,391680,1,train
nchlt_nbl_002f_0305.wav,nbl_002,idaily sun isanzisa khulu ngeendaba zekhethu,isiNdebele,nbl,female,16000,94080,5.88,376320,1,train
nchlt_nbl_002f_0299.wav,nbl_002,amanala bakhuluma ilimi elihlukileko namanzunza,isiNdebele,nbl,female,16000,165120,10.32,660480,1,train
nchlt_nbl_002f_0325.wav,nbl_002,asikhambe siyokudlala ibholo,isiNdebele,nbl,female,16000,46080,2.88,184320,1,train
nchlt_nbl_002f_0321.wav,nbl_002,abavumi besindebele bayaya kwezinye iinarha,isiNdebele,nbl,female,16000,88320,5.52,353280,1,train
nchlt_nbl_002f_0320.wav,nbl_002,kwanje sele kune sitemala  segezi,isiNdebele,nbl,female,16000,122880,7.68,491520,1,train
nchlt_nbl_002f_0311.wav,nbl_002,epitori ilimi elikhulunywa khulu sipedi,isiNdebele,nbl,female,16000,96000,6.0,384000,1,train
nchlt_nbl_002f_0324.wav,nbl_002,ungidosele umtato izolo umnakwethu,isiNdebele,nbl,female,16000,97920,6.12,391680,1,train
nchlt_nbl_002f_0323.wav,nbl_002,izimbabwe soloyathola ikululeko ngo ibenomungameli oyedwa  odosaphambili isitjhaba lesa,isiNdebele,nbl,female,16000,230400,14.4,921600,1,train
nchlt_nbl_002f_0318.wav,nbl_002,kuno moyana omnanjana amalangala,isiNdebele,nbl,female,16000,69120,4.32,276480,1,train
nchlt_nbl_002f_0327.wav,nbl_002,umvumi ueminem ubuye ngamandla,isiNdebele,nbl,female,16000,72960,4.56,291840,1,train
nchlt_nbl_002f_0314.wav,nbl_002,ipilo yanamhlanje iyabiza,isiNdebele,nbl,female,16000,76800,4.8,307200,1,train
nchlt_nbl_002f_0334.wav,nbl_002,izangoma zidlala ingungu zodwa,isiNdebele,nbl,female,16000,71040,4.44,284160,1,train
nchlt_nbl_002f_0333.wav,nbl_002,enarheni yechina badla ifesi  engakavuthwa,isiNdebele,nbl,female,16000,92160,5.76,368640,1,train
nchlt_nbl_002f_0322.wav,nbl_002,abantu bakwamahlangu ngebekosini,isiNdebele,nbl,female,16000,92160,5.76,368640,1,train
nchlt_nbl_002f_0319.wav,nbl_002,amaphaphu siphefumula ngawo,isiNdebele,nbl,female,16000,124800,7.8,499200,1,train
nchlt_nbl_002f_0332.wav,nbl_002,ingwenya ihlala emanzini,isiNdebele,nbl,female,16000,48000,3.0,192000,1,train
nchlt_nbl_002f_0329.wav,nbl_002,izulu lanamhlanje lina ngesinanja,isiNdebele,nbl,female,16000,71040,4.44,284160,1,train
nchlt_nbl_002f_0328.wav,nbl_002,izolo kubaleke iinyamazana ezisithandathu ezoo,isiNdebele,nbl,female,16000,124800,7.8,499200,1,train
nchlt_nbl_002f_0346.wav,nbl_002,kunabavumi abanengi besindebele,isiNdebele,nbl,female,16000,74880,4.68,299520,1,train
nchlt_nbl_002f_0335.wav,nbl_002,abadlali beenqhema ezihlukileko bayadana iinqhema zabo nazilobako,isiNdebele,nbl,female,16000,147840,9.24,591360,1,train
nchlt_nbl_002f_0344.wav,nbl_002,abantu bathanda ukufaka amaqiqi,isiNdebele,nbl,female,16000,94080,5.88,376320,1,train
nchlt_nbl_002f_0339.wav,nbl_002,abantu bebaratha imimango nabaya kwenye indawo,isiNdebele,nbl,female,16000,119040,7.44,476160,1,train
nchlt_nbl_002f_0342.wav,nbl_002,umdlalo wamaguduva mdlalo oyingozi khulu,isiNdebele,nbl,female,16000,109440,6.84,437760,1,train
nchlt_nbl_002f_0352.wav,nbl_002,ibulungo leemali lakwaabsa,isiNdebele,nbl,female,16000,88320,5.52,353280,1,train
nchlt_nbl_002f_0350.wav,nbl_002,abomma bavusa ijima lokuya  eunion buildings ngombana bangafuni ukuphatha amadompass,isiNdebele,nbl,female,16000,165120,10.32,660480,1,train
nchlt_nbl_002f_0345.wav,nbl_002,umbanduli wamabhokobhoko ngu de viliers,isiNdebele,nbl,female,16000,92160,5.76,368640,1,train
nchlt_nbl_002f_0338.wav,nbl_002,umvumo wesikhethu uyintandokazi,isiNdebele,nbl,female,16000,84480,5.28,337920,1,train
nchlt_nbl_002f_0348.wav,nbl_002,iphasi seliphumile ebusikeni bemali,isiNdebele,nbl,female,16000,111360,6.96,445440,1,train
nchlt_nbl_002f_0347.wav,nbl_002,ubusika sikhathi lapho ikosi ithaba khona,isiNdebele,nbl,female,16000,103680,6.48,414720,1,train
nchlt_nbl_002f_0354.wav,nbl_002,umnotho nawuqinileko intengo yokudla iyehla,isiNdebele,nbl,female,16000,111360,6.96,445440,1,train
nchlt_nbl_002f_0355.wav,nbl_002,kugcine unongorwana wesikhethu,isiNdebele,nbl,female,16000,99840,6.24,399360,1,train
nchlt_nbl_002f_0356.wav,nbl_002,iimberegi zivuna emasimini,isiNdebele,nbl,female,16000,101760,6.36,407040,1,train
nchlt_nbl_002f_0349.wav,nbl_002,inini iphasika,isiNdebele,nbl,female,16000,40320,2.52,161280,1,train
nchlt_nbl_002f_0353.wav,nbl_002,umlando wenza inarha iqaleke ikhethekile,isiNdebele,nbl,female,16000,111360,6.96,445440,1,train
nchlt_nbl_002f_0364.wav,nbl_002,umongameli uyeza komjekejeke kusasa,isiNdebele,nbl,female,16000,90240,5.64,360960,1,train
nchlt_nbl_002f_0357.wav,nbl_002,what is macroeconomics,isiNdebele,nbl,female,16000,46080,2.88,184320,1,train
nchlt_nbl_002f_0358.wav,nbl_002,umnotho nawuzinzileko udosa abatjali bemali,isiNdebele,nbl,female,16000,96000,6.0,384000,1,train
nchlt_nbl_002f_0362.wav,nbl_002,iqiniso ngobulwelwe bekankere,isiNdebele,nbl,female,16000,74880,4.68,299520,1,train
nchlt_nbl_002f_0368.wav,nbl_002,umntwana olivezandlebe kuthiwa ngewakuphi,isiNdebele,nbl,female,16000,117120,7.32,468480,1,train
nchlt_nbl_002f_0360.wav,nbl_002,umnakwethu uvule ibubulo elincazana,isiNdebele,nbl,female,16000,101760,6.36,407040,1,train
nchlt_nbl_002f_0361.wav,nbl_002,the pink parade,isiNdebele,nbl,female,16000,38400,2.4,153600,1,train
nchlt_nbl_002f_0370.wav,nbl_002,ikomo esikazi  isengwa nakuthatha ukusa,isiNdebele,nbl,female,16000,107520,6.72,430080,1,train
nchlt_nbl_002f_0359.wav,nbl_002,kukhona ukuzithabisa ngombhino,isiNdebele,nbl,female,16000,94080,5.88,376320,1,train
nchlt_nbl_002f_0371.wav,nbl_002,ingoma nayiphumako kudlalwa iswazi,isiNdebele,nbl,female,16000,80640,5.04,322560,1,train
nchlt_nbl_002f_0372.wav,nbl_002,umvomo kantanto mvumo odlalwa khulu emitjhadweni,isiNdebele,nbl,female,16000,99840,6.24,399360,1,train
nchlt_nbl_002f_0366.wav,nbl_002,elikhamba phambili ifilimu njenganje yi the tourist,isiNdebele,nbl,female,16000,99840,6.24,399360,1,train
nchlt_nbl_002f_0365.wav,nbl_002,ngithanda ifilimu kasophie iblack swann,isiNdebele,nbl,female,16000,84480,5.28,337920,1,train
nchlt_nbl_002f_0374.wav,nbl_002,umongameli wekhethu uthanda umdlalo kamakhakhulararhwe,isiNdebele,nbl,female,16000,119040,7.44,476160,1,train
nchlt_nbl_002f_0376.wav,nbl_002,isibhakabhaka sikhulu asipheleli,isiNdebele,nbl,female,16000,111360,6.96,445440,1,train
nchlt_nbl_002f_0373.wav,nbl_002,urambo yikutani kwezokulingisa emafilimini,isiNdebele,nbl,female,16000,122880,7.68,491520,1,train
nchlt_nbl_002f_0369.wav,nbl_002,icity sesla nqeminye yemidlalo enamahlaya,isiNdebele,nbl,female,16000,101760,6.36,407040,1,train
nchlt_nbl_002f_0377.wav,nbl_002,uester mahlangu uyakwazi ukugwala,isiNdebele,nbl,female,16000,86400,5.4,345600,1,train
nchlt_nbl_002f_0367.wav,nbl_002,ikwandebele yindawo ehlangana nepitori nempumalanga,isiNdebele,nbl,female,16000,99840,6.24,399360,1,train
nchlt_nbl_002f_0378.wav,nbl_002,amafilimu  wamanigerian amunandi begodu ayahlekisa,isiNdebele,nbl,female,16000,111360,6.96,445440,1,train
nchlt_nbl_002f_0382.wav,nbl_002,umongameli wesewula afrikha uyayithanda iminyanya,isiNdebele,nbl,female,16000,105600,6.6,422400,1,train
nchlt_nbl_002f_0390.wav,nbl_002,ipahla yehlobo nayo ayitholakali  lula ubusika,isiNdebele,nbl,female,16000,122880,7.68,491520,1,train
